Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
34.300370931625366	10	942.748630830214	25.37640865953625	965.7498287446797	805.7568264585279	1600000
66.81594371795654	20	1913.4291777640233	192.82783763643624	1995.6165795773268	9.623397673363797	3200000
99.43672847747803	30	2399.1357863932626	242.58425655734396	2490.2985903695226	-1.334856993147696	4800000
133.34296035766602	40	2590.38595929636	29.883305853205027	2657.48713951034	2515.93289129436	6400000
168.4839255809784	50	2674.8212240352923	311.7921583321274	2808.2668987754732	-216.08081607636996	8000000
203.92798352241516	60	2826.0651283394977	36.43126289717078	2919.5472163408995	2729.423801600933	9600000
239.3512830734253	70	2761.3964068167447	537.8935989543432	2951.163385245949	-245.83431345223653	11200000
274.0831217765808	80	2832.313470194963	663.2026175182085	3120.4869123846292	-338.77266158667044	12800000
308.046639919281	90	2751.18690301617	970.1364467099394	3170.090663149953	-592.8060780498199	14400000
343.4649474620819	100	3130.379397768834	378.7697493202241	3260.037392988801	-614.1086316535948	16000000
381.0422947406769	110	3125.1813876796	638.3677939872588	3293.645582124591	-541.468847927943	17600000
422.3871715068817	120	3341.314808358515	395.1620404684635	3464.280452221632	-562.4770597983152	19200000
468.7988107204437	130	3411.2852267501853	41.72303411385388	3474.672727158293	3220.851313913474	20800000
509.2222533226013	140	3485.4951830437667	43.07523431245416	3568.8998477235436	3342.599638388492	22400000
549.732259273529	150	3483.134908634868	38.36529031245929	3570.5834651216865	3361.475222699868	24000000
587.7387778759003	160	3619.0284636800097	48.65066275191079	3717.7457289732993	3464.8949449453503	25600000
624.6574993133545	170	3630.5008322624058	63.76996103415148	3786.768332581967	3480.43236002326	27200000
659.6145486831665	180	3721.1974621302625	61.788944830171715	3838.5818178132176	3374.0236169807613	28800000
695.2965567111969	190	3723.9253934533585	45.85730555926282	3795.560643956065	3597.290547963232	30400000
729.8872661590576	200	3800.440888447485	65.6112424160571	3950.098724298179	3589.1825838387012	32000000
766.2448728084564	210	3672.728735295669	57.671140861387386	3769.451735785231	3452.872248189524	33600000
800.9128413200378	220	3796.501026123174	430.46498696280884	3938.0829968396574	-446.99804425623734	35200000
836.2432746887207	230	3777.576003832742	600.9438674526998	3992.784010598436	-421.38200068229344	36800000
870.7059504985809	240	3918.850297156595	57.84701073890507	4034.1899720923975	3621.2967901694356	38400000
904.3092424869537	250	4016.034438423632	73.81085533024446	4146.052103474736	3728.447203838936	40000000
935.8468177318573	260	4013.573161394793	72.65390940642979	4142.956257894635	3743.9337447145954	41600000
967.9193391799927	270	3719.849358437117	1165.407810328562	4131.6304146796465	-588.0827831333154	43200000
999.7215065956116	280	4038.434800228116	56.24365181867524	4141.216574408114	3791.9093418605626	44800000
1031.349987745285	290	3927.1955480276215	441.99099626718305	4106.313884381205	-425.10005461186574	46400000
1061.6426196098328	300	3974.953131505342	461.8842224049014	4106.465394558385	-595.2078635877988	48000000
1093.4315969944	310	4045.566703147266	481.51178647325656	4203.233547523618	-716.7598430248327	49600000
1125.4145438671112	320	3988.2383516851883	462.12856906001525	4173.094531301409	-574.5792086174042	51200000
1156.5042719841003	330	3963.511150103861	445.9111587844301	4102.435796763748	-454.35118572128704	52800000
1187.7217135429382	340	3864.18012330328	502.0623967945704	4105.821129120886	-188.8664768151939	54400000
1219.0848906040192	350	3948.0614583129586	597.7365905369959	4118.189228955656	-244.67702906392515	56000000
1250.6945126056671	360	4019.8640467484424	57.32910887350003	4145.436542923097	3840.0146630881354	57600000
1282.5423600673676	370	4008.0478242950394	434.15725854511913	4128.257611520588	-285.63682475074893	59200000
1314.5407264232635	380	4096.707790660168	35.52155925352365	4176.821567237377	4003.440656915307	60800000
1345.843175649643	390	4064.1152760252335	63.54170622890671	4156.203027278185	3802.1724050431512	62400000
1377.9105324745178	400	4096.787911449159	46.54735837412999	4204.981376047945	3956.2814707439393	64000000
1408.6768333911896	410	3982.8824727248098	46.70065825773866	4091.4301348775625	3868.5449808202684	65600000
1440.079250574112	420	4122.68874409591	37.366475148144666	4198.313605457544	4006.0265161134303	67200000
1471.4098167419434	430	4124.637710715315	40.98114926519928	4209.787933245301	4002.6839306354523	68800000
1502.9430561065674	440	3954.37038374122	793.8225841218037	4211.493941254914	-706.9078529756516	70400000
1534.5625729560852	450	4027.711636477115	795.8872991737519	4307.463824816048	-748.1316398970666	72000000
1566.4450585842133	460	4061.9782999027098	456.3303252544872	4196.9748252257705	-460.4611314414069	73600000
1597.8324224948883	470	4141.804756870008	44.55217466510619	4228.225692518055	4006.562242452055	75200000
1629.6266748905182	480	4089.9976091322933	704.7515531616899	4289.238169848919	-1232.317952485988	76800000
1661.5220909118652	490	4055.7205546748114	447.48129427130044	4212.381597028114	-371.74977063946426	78400000
1692.8662297725677	500	4132.2787054400915	53.363501474436866	4257.29021794349	3966.5279869288206	80000000
1724.778708934784	510	4070.473397464752	65.67595285734369	4216.7448443472385	3837.9029379203566	81600000
1757.089968919754	520	4144.958204869677	42.80880322383622	4245.20543653518	4026.304726190865	83200000
1788.9067885875702	530	4069.885267472097	701.6983091590298	4239.19654263556	-848.1228479584679	84800000
1820.8574590682983	540	4178.084219185217	532.8575019397767	4338.393781722523	-1102.271972808987	86400000
1852.6079154014587	550	4158.250498598545	46.425069694766776	4265.714779239614	4001.0357808098197	88000000
1884.2711849212646	560	4243.755503209201	43.44694662400853	4333.14506322518	4093.6135719930753	89600000
1915.7453379631042	570	4214.712605562643	43.877812477271824	4284.256348777562	4034.468781363219	91200000
1947.2190220355988	580	4163.0757136887105	522.7554968062062	4328.669719242491	-1005.4307450135238	92800000
1978.476487159729	590	4220.964049959066	44.51714779901356	4306.451190941036	4013.9673968181014	94400000
2010.3110880851746	600	4178.2417772997305	45.58517367630706	4262.750987015665	4032.931759878993	96000000
2042.4762938022614	610	4242.040426672548	54.908856307242935	4369.32329814136	4082.480185009539	97600000
2074.2977402210236	620	4254.909403132545	61.94523887459702	4396.312319159508	4100.585284708068	99200000
2105.490654706955	630	4321.087232037519	49.239232612458466	4426.761442247778	4199.517131749541	100800000
2137.408101081848	640	4213.269378499173	64.00357803454155	4345.560290127993	4039.9094756133854	102400000
2169.016248703003	650	4270.301393314812	43.33462319923445	4354.287524759769	4105.462997034192	104000000
2200.6079478263855	660	4263.973658410254	53.64169255139812	4374.1883643344045	4028.3297737617977	105600000
2232.159506559372	670	4248.940234778425	56.90003849508055	4354.745785728097	3957.3428266359842	107200000
2263.56950712204	680	4288.102298805166	65.00361031349112	4412.200739175081	4093.646781886928	108800000
2295.233647108078	690	4289.137999644419	41.372647609580554	4383.095529327169	4149.485085104243	110400000
2326.474627494812	700	4313.193313691512	43.72558933106764	4411.970611266792	4142.343486551195	112000000
2358.350921154022	710	4253.831341239409	542.6325254937742	4481.240438964218	-1080.568783506751	113600000
2390.3288736343384	720	4392.072302689844	52.744079339625785	4501.3894570842385	4207.6794426795095	115200000
2421.811423301697	730	4319.345148794098	38.717111630414024	4387.36034645373	4207.541931970976	116800000
2452.745574235916	740	4250.2453577547385	41.863518521826556	4331.661001678556	4117.085757163353	118400000
2484.346148967743	750	4259.874621613588	582.4726066363097	4439.235799405724	-1503.2949022948742	120000000
2516.2699749469757	760	4286.593238492932	53.82893493279893	4392.7737805098295	4094.4633041769266	121600000
2547.9243202209473	770	4368.392999525312	55.62729179678202	4467.071016188711	4193.312387127429	123200000
2579.9502420425415	780	4296.11110564569	40.881279056986436	4380.623188607395	4192.908512286842	124800000
2611.0280690193176	790	4229.518258703697	595.9553777540199	4397.179981693625	-1670.5171455927193	126400000
2642.53270983696	800	4322.333622090782	48.420200467355876	4411.220647893846	4151.244729205966	128000000
2673.921459197998	810	4312.2698529688505	44.38360947751801	4402.023847639561	4209.4369843527675	129600000
2706.0109214782715	820	4278.811056627332	41.96236440229917	4357.334739867598	4135.317775229574	131200000
2737.8204538822174	830	4397.714102318934	49.90245374067524	4488.843587416341	4261.441229466349	132800000
2769.360275030136	840	4376.673094966711	39.96305943022614	4457.714268788695	4265.805297292769	134400000
2800.8667662143707	850	4366.340901962616	46.248024380405624	4458.188098952174	4245.859038960189	136000000
2832.5965769290924	860	4244.225075806895	77.4976230638505	4433.73390378803	3952.032340977341	137600000
2864.183892250061	870	4235.954402994289	762.9870274265593	4478.103023525327	-1601.8452677056193	139200000
2895.270497560501	880	4367.803279758495	44.273349981350194	4450.349496878684	4254.962630465627	140800000
2926.5814628601074	890	4357.437447989151	33.80627035135353	4449.021645218134	4266.044306833297	142400000
2958.0114917755127	900	4324.713645270547	28.438793460807343	4404.312038425356	4261.597716246732	144000000
2988.573369026184	910	4397.443719663314	38.55876356401667	4508.04261315614	4290.440157269128	145600000
3020.2863671779633	920	4345.997546812136	36.320984258674905	4425.436716526747	4260.69036172796	147200000
3052.421984434128	930	4418.997693579125	33.183314855125765	4503.339830711484	4337.623468048871	148800000
3084.1151809692383	940	4342.703321510057	595.014942931608	4480.1118970140815	-1558.503081760835	150400000
3115.6916031837463	950	4258.417339864195	845.6066494017134	4499.866014082916	-1686.6777683272958	152000000
3146.768403530121	960	4280.546622671905	68.7458388451017	4433.42763659358	4070.990198282525	153600000
3177.3279106616974	970	4291.297465358693	599.7033776787273	4453.324644424021	-1658.2850372204557	155200000
3208.6074261665344	980	4383.142522890618	47.94984223687112	4477.126950651407	4251.634977051988	156800000
3239.5866193771362	990	4424.75620871947	53.992512642879504	4516.691142458469	4223.595801435411	158400000
3271.1965305805206	1000	4348.976060578186	612.3734584207745	4485.0540413074195	-1730.4038295900682	160000000
