Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps	gradnorms	maxnorms
5.388273000717163	0	97.0517043731315	8.871564331503663	124.3698765039444	81.13992303609848	0	0.0	0
14.904253959655762	10	248.30896954774857	3.241236546963732	257.36047261953354	241.99575519561768	149114	0.909090909090909	0.09901475429766744
26.77118992805481	20	252.01146517753602	2.9651009009963736	259.1714411973953	244.83666801452637	341821	0.9523809523809522	0.09901475429766744
39.86740040779114	30	275.34718288719654	5.336466039055448	289.3882917165756	263.6854510307312	561759	0.9677419354838709	0.09901475429766744
54.40846538543701	40	294.56341408371924	4.507942963527108	306.8138688802719	283.86771726608276	815101	0.9756097560975608	0.09901475429766744
69.37943720817566	50	311.4210362404585	4.10896386338197	325.3618996143341	303.23167622089386	1069029	0.980392156862745	0.09901475429766744
83.79291224479675	60	344.08914240002633	3.3488209577874173	351.50116753578186	335.09761250019073	1325469	0.983606557377049	0.09901475429766744
98.48961305618286	70	352.8764238524437	3.5388867686447485	360.2513153553009	344.24985456466675	1583569	0.9859154929577463	0.09901475429766744
113.43691301345825	80	361.2881219053268	3.2766756128135426	369.46346390247345	354.89417028427124	1851457	0.9876543209876542	0.09901475429766744
128.94314432144165	90	360.3108723139763	3.058860540518991	367.2454527616501	352.3115978240967	2134211	0.9890109890109888	0.09901475429766744
144.73282861709595	100	366.396179074049	3.2161787898006766	374.3344728946686	358.76982748508453	2421373	0.99009900990099	0.09901475429766744
161.65903615951538	110	383.4375795614719	2.9167435701054867	391.05558001995087	376.8782776594162	2728354	0.9909909909909909	0.09901475429766744
179.61548590660095	120	404.7690818977356	3.1138973995207406	413.28307181596756	398.2117340564728	3070004	0.9917355371900826	0.09901475429766744
198.85577607154846	130	427.98457828879356	3.2914282582646384	434.3270448446274	422.0465569496155	3418383	0.9923664122137402	0.09901475429766744
218.6935203075409	140	447.19499807298183	3.7751635723606136	457.2002522945404	436.6036397218704	3768112	0.9929078014184395	0.09901475429766744
238.82308220863342	150	466.8038981688023	3.368967397834356	472.21445095539093	457.6172922849655	4122836	0.9933774834437085	0.09901475429766744
258.58210587501526	160	472.75090437173844	3.0796111267618125	480.2260937690735	466.6038707494736	4480322	0.9937888198757763	0.09901475429766744
278.50437664985657	170	487.91696007847787	3.4965883498137904	495.71015417575836	479.0569188594818	4832942	0.9941520467836256	0.09901475429766744
299.3375651836395	180	487.53734225153926	3.185001292300226	494.90815472602844	478.0678542852402	5195118	0.9944751381215468	0.09901475429766744
319.3738124370575	190	508.38935541391373	3.7549514707394263	516.172639131546	498.6994729042053	5549325	0.994764397905759	0.09901475429766744
339.7609398365021	200	525.1226325023174	3.4135710335014395	536.2218384742737	518.2398232221603	5911489	0.9950248756218905	0.09901475429766744
360.8997392654419	210	533.6536935830117	3.149989535198573	540.6851643323898	526.8785990476608	6276041	0.9952606635071088	0.09901475429766744
382.41067910194397	220	542.8782593071461	3.3458126147760834	550.509379029274	533.6487054824829	6649274	0.9954751131221719	0.09901475429766744
403.0106201171875	230	552.5268155556918	3.375422391567415	559.7498049736023	543.8895843029022	7010767	0.9956709956709956	0.09901475429766744
425.16703367233276	240	561.3808463138342	3.586071909699854	568.9235303401947	553.168640255928	7394791	0.9958506224066389	0.09901475429766744
446.62619137763977	250	575.5025907313824	3.8584000671503453	584.5309799909592	565.7268707156181	7768709	0.99601593625498	0.09901475429766744
468.2581241130829	260	559.121635146737	3.6574168047966915	567.1210342645645	551.0610025525093	8149316	0.9961685823754787	0.09901475429766744
488.72893714904785	270	574.9029795300961	5.411455958203367	589.3173846006393	564.6276601552963	8495834	0.9963099630996308	0.09901475429766744
509.0239837169647	280	578.5578739672899	4.953182425088271	590.9842177629471	567.983303964138	8827994	0.9964412811387898	0.09901475429766744
529.2016954421997	290	566.0125755608082	5.51921615872919	581.2392107844353	550.1429069042206	9159747	0.9965635738831613	0.09901475429766744
549.8348400592804	300	583.0275913780928	5.659351449590621	597.421323120594	567.9355477690697	9515820	0.9966777408637871	0.09901475429766744
569.8800752162933	310	577.5123228555917	5.258759157744303	592.0970728397369	563.1695592403412	9856403	0.9967845659163985	0.09901475429766744
590.8088092803955	320	592.2165489685535	5.5883647484503	603.2546355128288	575.8520206212997	10200885	0.996884735202492	0.09901475429766744
611.5678663253784	330	569.8852899891139	5.526150670090711	582.3812518119812	557.0938519239426	10552084	0.996978851963746	0.09901475429766744
631.7189290523529	340	575.5103612828254	6.044215244693653	590.9078282117844	560.7025903463364	10891623	0.9970674486803517	0.09901475429766744
652.2756834030151	350	583.1458821815253	5.1134859150032606	596.447448015213	573.3109844923019	11237910	0.997150997150997	0.09901475429766744
673.1571204662323	360	566.135294817686	5.539772588800947	576.4547758102417	546.0120342969894	11586653	0.9972299168975067	0.09901475429766744
694.578652381897	370	567.5987692189217	5.79195301081645	578.970458984375	550.2732267975807	11953673	0.9973045822102424	0.09901475429766744
716.3119657039642	380	574.9852664136887	6.024295272875343	588.1308419108391	558.0470322966576	12318143	0.9973753280839893	0.09901475429766744
737.3043251037598	390	576.4895532888174	7.733611715501729	591.7295259237289	550.6455969214439	12674894	0.9974424552429666	0.09901475429766744
758.835616350174	400	587.7210822170973	7.6568951230406315	605.4205030202866	560.6929064393044	13027323	0.9975062344139649	0.09901475429766744
780.1692817211151	410	598.5678153979778	9.509470023438997	615.6297078132629	569.5566825270653	13393562	0.997566909975669	0.09901475429766744
801.4899928569794	420	589.218801265955	8.673430156433932	607.8726516962051	566.2864168286324	13760203	0.9976247030878859	0.09901475429766744
823.6090841293335	430	593.8751507014036	9.409326877279996	614.1908234357834	564.4271954298019	14152100	0.9976798143851506	0.09901475429766744
847.0874736309052	440	596.1627222198248	8.731572066460298	613.0631394386292	565.3846978545189	14556537	0.9977324263038547	0.09901475429766744
870.3388404846191	450	581.6547850519419	7.6437811946788345	599.7237192392349	560.1333720684052	14958972	0.9977827050997782	0.09901475429766744
893.4000973701477	460	595.2400901681185	11.975919541320058	621.0773038864136	552.7892011404037	15363813	0.9978308026030368	0.09901475429766744
916.6425876617432	470	616.3125115397572	58.320795207326064	644.2908554673195	55.994520395994186	15775669	0.9978768577494691	0.09901475429766744
942.5163252353668	480	624.1632677429915	14.842970199325654	654.5779680013657	565.7064852714539	16226031	0.9979209979209978	0.09901475429766744
965.8152306079865	490	614.1475875419378	53.486186887248486	649.9610584974289	91.87866282463074	16633123	0.9979633401221994	0.09901475429766744
990.6391289234161	500	631.1656645029783	14.4667368499107	656.7169765233994	583.5290285944939	17074001	0.9980039920159679	0.09901475429766744
1015.0974199771881	510	610.1524966269732	12.700870191441634	637.0329662561417	553.0319157838821	17507928	0.9980430528375732	0.09901475429766744
1039.5500013828278	520	611.9021195441485	10.669386280275788	639.4893023967743	584.0580746531487	17934204	0.9980806142034547	0.09901475429766744
1064.180676460266	530	633.126153883338	14.428270079152426	667.5602988600731	596.3290013074875	18362226	0.998116760828625	0.09901475429766744
1089.4076392650604	540	620.9771493691951	59.09489773333106	663.2002003192902	50.32730598002672	18804282	0.9981515711645099	0.09901475429766744
1113.837768793106	550	635.9212668007613	12.848406333202895	664.7839582562447	591.8202430009842	19223852	0.9981851179673319	0.09901475429766744
1137.379980802536	560	617.5331098771095	10.287791175113338	642.6928869485855	590.3466726541519	19650575	0.998217468805704	0.09901475429766744
1162.0336818695068	570	637.0092118147761	75.82410020419316	709.0625400543213	46.57270434498787	20079089	0.998248686514886	0.09901475429766744
1186.88392162323	580	601.8059051108546	144.59036899550497	670.3741300106049	20.96185550838709	20509871	0.9982788296041306	0.09901475429766744
1210.7364892959595	590	604.2277338418364	100.30526839786303	672.5187640190125	29.624942183494568	20942687	0.9983079526226732	0.09901475429766744
1235.3239076137543	600	619.2954750042875	104.6515155793419	674.5172435045242	19.970228761434555	21363723	0.9983361064891845	0.09901475429766744
1259.802678346634	610	629.7668308074773	86.56383205186351	695.6697227954865	31.659681633114815	21787073	0.9983633387888705	0.09901475429766744
1283.2992799282074	620	636.615941233933	63.865949960285526	694.9211013913155	16.849712997674942	22201817	0.9983896940418677	0.09901475429766744
1307.894378900528	630	619.7306376268156	102.17191200696097	677.3477485179901	35.18079934455454	22624038	0.9984152139461171	0.09901475429766744
1333.0900719165802	640	602.3908328398317	116.31241673779674	658.1223655343056	17.700230456888676	23067373	0.9984399375975037	0.09901475429766744
1357.8376064300537	650	619.7080635875463	103.27591287938195	691.2845650315285	30.16079631447792	23489072	0.998463901689708	0.09901475429766744
1381.8958809375763	660	634.0670243155956	62.60432301254709	700.7897451519966	34.39297431707382	23897770	0.9984871406959152	0.09901475429766744
1405.0653297901154	670	608.1534400197492	99.36648771668374	648.5855867862701	33.90575733408332	24300074	0.998509687034277	0.09901475429766744
1429.3915758132935	680	617.4294111967832	162.43451007503995	692.4643556475639	17.45626336336136	24715392	0.9985315712187958	0.09901475429766744
1453.2305755615234	690	610.9508825442194	82.37093129713833	656.1149842143059	27.23241552710533	25129393	0.9985528219971055	0.09901475429766744
1476.973830461502	700	596.3492721002712	156.73779050037817	677.7661606669426	17.147269766777754	25538581	0.9985734664764621	0.09901475429766744
1500.2780690193176	710	617.8684224837087	101.81592927773485	676.7215253710747	33.84420117363334	25941630	0.9985935302390997	0.09901475429766744
1522.8256182670593	720	626.9574838225543	104.79726592137568	683.4754486680031	18.494647324085236	26324610	0.9986130374479888	0.09901475429766744
1547.0756227970123	730	647.8738412496448	64.16976593212526	714.4636279940605	33.64056912064552	26746469	0.9986320109439123	0.09901475429766744
1570.8563301563263	740	590.7951018882916	157.09640245812324	691.5775355696678	11.798502139747143	27154927	0.9986504723346827	0.09901475429766744
1593.2390313148499	750	620.6719335526057	84.82691833869461	672.7470117807388	22.57686921954155	27523855	0.9986684420772302	0.09901475429766744
1615.8784925937653	760	618.9360782904923	105.1860522748413	681.2145095467567	23.452945798635483	27905271	0.9986859395532193	0.09901475429766744
1639.4442274570465	770	619.3257641750574	105.40188975313875	678.8833557367325	20.999176174402237	28314053	0.9987029831387807	0.09901475429766744
1662.8373548984528	780	594.1769510571659	145.33513338522647	664.40157777071	-9.396289125084877	28716725	0.9987195902688859	0.09901475429766744
1686.8259654045105	790	594.9574021606147	157.31061817164004	673.9049171805382	-10.900496914982796	29131911	0.9987357774968393	0.09901475429766744
1710.307050228119	800	608.0772340857237	118.76916200223428	654.4558818936348	18.243831872940063	29536980	0.9987515605493132	0.09901475429766744
1733.3003044128418	810	618.5190401288867	106.97555286114273	693.4055115580559	-10.085815846920013	29932246	0.9987669543773118	0.09901475429766744
1755.1431415081024	820	622.1997469686344	61.84943103955006	663.5714293122292	18.464144993573427	30302836	0.9987819732034103	0.09901475429766744
1778.067886352539	830	615.2111203594505	125.56433899742593	676.538925588131	-10.305864214897156	30701411	0.9987966305655835	0.09901475429766744
1800.9795551300049	840	637.6132714301348	63.95728243115263	705.3835240006447	28.831720232963562	31094704	0.9988109393579071	0.09901475429766744
1825.3318374156952	850	640.9627493779361	109.50167175515706	722.7996863126755	18.051136940717697	31507647	0.99882491186839	0.09901475429766744
1849.3126273155212	860	597.4311180423573	160.91724990295523	676.3410909175873	-12.394439101219177	31918397	0.9988385598141695	0.09901475429766744
1872.6695470809937	870	605.6050624662638	117.05804269176903	672.5795485973358	-8.833451196551323	32315402	0.9988518943742823	0.09901475429766744
1895.8380780220032	880	615.5725573657453	110.69166592805348	666.2842832803726	-10.668219700455666	32700559	0.9988649262202042	0.09901475429766744
1919.274988412857	890	639.538049788326	115.615641747251	723.7991642951965	-11.941821679472923	33095348	0.9988776655443321	0.09901475429766744
1942.3036603927612	900	626.2818377484381	59.7213758148819	692.4758148789406	56.83161051571369	33484358	0.9988901220865704	0.09901475429766744
1965.5758657455444	910	619.0370985000953	90.88666963686248	683.369764983654	-11.594871163368225	33888263	0.9989023051591657	0.09901475429766744
1988.2075591087341	920	635.0312590140104	12.045011528977874	668.5098003149033	605.2476184368134	34296738	0.9989142236699239	0.09901475429766744
2010.8072860240936	930	625.6429277332127	61.59779034983906	658.7057158350945	22.888995066285133	34692290	0.9989258861439312	0.09901475429766744
2033.1440658569336	940	626.6331386221946	90.19338779014734	694.6915962100029	-9.04895669221878	35074726	0.9989373007438893	0.09901475429766744
2055.886880159378	950	634.1526655706763	66.2571888202192	677.927637398243	-11.434831887483597	35468099	0.9989484752891692	0.09901475429766744
2079.142567396164	960	603.6852411802881	161.62989565162394	691.6460103392601	-10.67302867770195	35864501	0.9989594172736731	0.09901475429766744
2102.090355157852	970	624.3277787981555	110.72643947848002	687.3463803529739	-12.074468165636063	36273733	0.9989701338825951	0.09901475429766744
2126.9885902404785	980	628.151811414361	92.17787424036159	672.5757066607475	-11.194869339466095	36701926	0.9989806320081548	0.09901475429766744
2151.210474014282	990	639.2147690874339	93.79451259508548	694.4371353387833	-11.98146340250969	37121165	0.9989909182643792	0.09901475429766744
2175.215753555298	1000	618.1605115483701	111.48374937637846	676.0598537921906	-12.957614868879318	37543909	0.9990009990009989	0.09901475429766744
2200.382096529007	1010	652.7280503284932	13.90927962760627	695.4370118379593	623.2302498817444	37980494	0.9990009990009989	0.09901475429766744
2224.40634226799	1020	618.208837351352	134.7057010068159	683.3587751984596	15.367102533578873	38404543	0.9990009990009989	0.09901475429766744
2248.5262501239777	1030	606.4301692805067	151.54798129796777	682.9442691802979	-12.756698876619339	38833465	0.9990009990009989	0.09901475429766744
2272.1249647140503	1040	642.6346965299081	89.72804327510592	690.7412721514702	14.135474890470505	39239162	0.9990009990009989	0.09901475429766744
2295.2097103595734	1050	635.5612775275112	93.48254975003681	685.9634136557579	-10.187285117805004	39646980	0.9990009990009989	0.09901475429766744
2319.8792357444763	1060	633.1224361692555	129.9892294143489	706.5939463973045	-13.640040040016174	40076641	0.9990009990009989	0.09901475429766744
2344.1840012073517	1070	592.7045341505856	161.32031034915366	680.977890253067	-13.806377500295639	40497564	0.9990009990009989	0.09901475429766744
2368.243763446808	1080	601.9813100234046	151.88541486349217	670.7768121361732	-12.102697253227234	40916032	0.9990009990009989	0.09901475429766744
2391.99013876915	1090	594.927173557654	175.3230395479028	686.504969060421	-12.895545035600662	41335091	0.9990009990009989	0.09901475429766744
2415.827721118927	1100	588.0901642990112	168.03599099778262	690.4735066890717	-13.495014190673828	41760624	0.9990009990009989	0.09901475429766744
2439.46769118309	1110	658.064684395194	16.713194469935527	709.9369760155678	621.57985496521	42166436	0.9990009990009989	0.09901475429766744
2463.0514492988586	1120	623.2579747438151	90.43870420428456	680.5745564699173	-11.448980152606964	42582867	0.9990009990009989	0.09901475429766744
2487.204729318619	1130	586.9380392520875	161.16864697491505	659.2921897172928	-13.953114807605743	43002870	0.9990009990009989	0.09901475429766744
2511.501332759857	1140	614.3234388379752	171.27812030769383	711.7811115980148	-14.409397661685944	43408750	0.9990009990009989	0.09901475429766744
2535.82023024559	1150	622.658092988953	91.78372713729908	682.6588668227196	-13.093564420938492	43820061	0.9990009990009989	0.09901475429766744
